Time Elapsed (s),Lat (deg),Lon (deg),Geoaltitude (m),Impact pressure (Pa),Meas. Static Temp (K)
8280,42.098,30.657,11270,12329.58,224.8037
8284,42.094,30.668,11271,12327.63,224.8037
8288,42.091,30.68,11271,12308.57,225.1037
8292,42.089,30.691,11272,12325.68,224.8037
8296,42.086,30.703,11272,12344.77,224.5037
8300,42.082,30.715,11271,12327.63,224.8037
8304,42.079,30.727,11271,12346.72,224.5037
8308,42.076,30.739,11272,12344.77,224.5037
8312,42.072,30.752,11271,12346.72,224.5037
8316,42.069,30.764,11272,12344.77,224.5037
8320,42.067,30.774,11272,12325.68,224.8037
8324,42.063,30.787,11272,12325.68,224.8037
8328,42.06,30.798,11272,12344.77,224.5037
8332,42.057,30.81,11273,12342.82,224.5037
8336,42.054,30.823,11271,12327.63,224.8037
8340,42.05,30.834,11271,12327.63,224.8037
8344,42.047,30.847,11270,12297.7,225.3037
8348,42.044,30.858,11271,12295.76,225.3037
8352,42.041,30.869,11271,12295.76,225.3037
8356,42.038,30.881,11270,12297.7,225.3037
8360,42.035,30.894,11269,12299.64,225.3037
8364,42.032,30.906,11270,12310.52,225.1037
8368,42.028,30.918,11270,12310.52,225.1037
8372,42.025,30.93,11269,12378.08,224.9797
8376,42.022,30.941,11269,12312.46,225.1037
8380,42.019,30.953,11269,12331.53,224.8037
8384,42.016,30.965,11269,12397.22,224.6797
8388,42.013,30.977,11269,12331.53,224.8037
8392,42.009,30.989,11270,12329.58,224.8037
8396,42.006,31.001,11271,12327.63,224.8037
8400,42.003,31.014,11272,12325.68,224.8037
8404,42,31.024,11272,12325.68,224.8037
8408,41.997,31.036,11271,12346.72,224.5037
8412,41.994,31.048,11272,12279.28,224.6275
8416,41.99,31.06,11273,12290.14,224.4275
8420,41.987,31.073,11272,12279.28,224.6275
8424,41.984,31.084,11272,12292.08,224.4275
8428,41.981,31.096,11271,12294.02,224.4275
8432,41.978,31.108,11271,12281.22,224.6275
8436,41.974,31.119,11271,12262.21,224.9275
8440,41.971,31.131,11271,12243.21,225.2275
8444,41.968,31.143,11272,12306.62,225.1037
8448,41.965,31.156,11272,12325.68,224.8037
8452,41.962,31.167,11271,12327.63,224.8037
8456,41.958,31.18,11270,12310.52,225.1037
8460,41.955,31.19,11270,12310.52,225.1037
8464,41.953,31.203,11270,12329.58,224.8037
8468,41.949,31.214,11270,12310.52,225.1037
8472,41.946,31.226,11270,12297.7,225.3037
8476,41.943,31.239,11271,12295.76,225.3037
8480,41.939,31.251,11270,12297.7,225.3037
8484,41.936,31.262,11271,12295.76,225.3037
8488,41.933,31.274,11271,12282.95,225.5037
8492,41.93,31.286,11270,12284.89,225.5037
8496,41.927,31.297,11271,12282.95,225.5037
8500,41.923,31.309,11272,12281.01,225.5037
8504,41.92,31.322,11272,12281.01,225.5037
8508,41.917,31.334,11270,12284.89,225.5037
8512,41.914,31.345,11271,12282.95,225.5037
8516,41.911,31.356,11272,12281.01,225.5037
8520,41.907,31.368,11272,12228.51,225.4275
8524,41.904,31.381,11272,12228.51,225.4275
8528,41.901,31.392,11271,12230.44,225.4275
8532,41.898,31.405,11269,12312.46,225.1037
8536,41.895,31.416,11270,12310.52,225.1037
8540,41.891,31.428,11269,12397.22,224.6797
8544,41.888,31.439,11269,12312.46,225.1037
8548,41.885,31.451,11269,12312.46,225.1037
8552,41.882,31.463,11270,12310.52,225.1037
8556,41.879,31.475,11272,12306.62,225.1037
8560,41.875,31.487,11272,12260.27,224.9275
8564,41.872,31.5,11272,12279.28,224.6275
8568,41.869,31.512,11272,12279.28,224.6275
8572,41.866,31.522,11273,12258.33,224.9275
8576,41.863,31.534,11272,12279.28,224.6275
8580,41.859,31.546,11271,12281.22,224.6275
8584,41.856,31.558,11272,12279.28,224.6275
8588,41.853,31.57,11271,12281.22,224.6275
8592,41.849,31.582,11270,12283.16,224.6275
8596,41.846,31.594,11270,12283.16,224.6275
8600,41.843,31.606,11271,12281.22,224.6275
8604,41.84,31.617,11270,12283.16,224.6275
8608,41.837,31.629,11271,12327.63,224.8037
8612,41.833,31.641,11270,12310.52,225.1037
8616,41.83,31.654,11270,12310.52,225.1037
8620,41.827,31.665,11271,12308.57,225.1037
8624,41.824,31.677,11271,12295.76,225.3037
8628,41.821,31.688,11271,12308.57,225.1037
8632,41.818,31.7,11271,12308.57,225.1037
8636,41.814,31.712,11270,12310.52,225.1037
8640,41.811,31.724,11271,12327.63,224.8037
8644,41.807,31.736,11270,12329.58,224.8037
8648,41.804,31.748,11271,12327.63,224.8037
8652,41.801,31.76,11272,12325.68,224.8037
8656,41.798,31.771,11272,12260.27,224.9275
8660,41.795,31.783,11272,12279.28,224.6275
8664,41.791,31.794,11272,12200.94,224.7757
8668,41.788,31.806,11271,12281.22,224.6275
8672,41.785,31.819,11270,12264.15,224.9275
8676,41.781,31.831,11271,12281.22,224.6275
8680,41.778,31.842,11271,12262.21,224.9275
8684,41.775,31.854,11272,12260.27,224.9275
8688,41.772,31.865,11272,12260.27,224.9275
8692,41.768,31.877,11271,12202.87,224.7757
8696,41.765,31.889,11272,12148.68,224.6989
8700,41.762,31.902,11272,12161.39,224.4989
8704,41.758,31.913,11271,12182.22,224.1989
8708,41.755,31.925,11271,12228.38,224.3757
8712,41.752,31.936,11271,12228.38,224.3757
8716,41.749,31.948,11271,12228.38,224.3757
8720,41.745,31.96,11272,12213.69,224.5757
8724,41.742,31.972,11271,12215.62,224.5757
8728,41.739,31.984,11272,12213.69,224.5757
8732,41.735,31.996,11272,12213.69,224.5757
8736,41.732,32.008,11271,12215.62,224.5757
8740,41.729,32.019,11270,12283.16,224.6275
8744,41.726,32.031,11270,12283.16,224.6275
8748,41.722,32.043,11270,12264.15,224.9275
8752,41.719,32.055,11271,12262.21,224.9275
8756,41.716,32.067,11272,12260.27,224.9275
8760,41.712,32.079,11271,12202.87,224.7757
8764,41.709,32.091,11270,12204.8,224.7757
8768,41.706,32.101,11270,12283.16,224.6275
8772,41.703,32.114,11271,12262.21,224.9275
8776,41.699,32.126,11270,12310.52,225.1037
8780,41.696,32.138,11271,12308.57,225.1037
8784,41.692,32.15,11271,12308.57,225.1037
